index,Image Name,Caption Number,Urdu Caption
1194,1980315248_82dbc34676.jpg,4,ایک شخص اپنے باغ میں کام کر رہا ہے۔
1195,1991806812_065f747689.jpg,0,ایک باکسر نے ایک باکسر کے چہرے پر مکے مارے۔
1196,1991806812_065f747689.jpg,1,ایک لڑاکا دوسرے لڑاکا کو لات مارنے کی کوشش کرتا ہے جبکہ دوسرا لڑاکا اس لات کو روکتا ہے۔
1197,1991806812_065f747689.jpg,2,ایک کک باکسر ایک کک کے لئے کود رہا ہے
1198,1991806812_065f747689.jpg,3,دو باکسر رنگ میں ہیں۔
1199,1991806812_065f747689.jpg,4,ایک رنگ میں دو کک باکسر ، ایک شخص دوسرے کو مکے مار رہا ہے۔
1200,1994416869_4dd769a806.jpg,0,صرف جرابیں اور ایک ہار پہنے ایک چھوٹی سی لڑکی کو ہوا میں پھینک کر پکڑا جا رہا ہے۔
1201,1994416869_4dd769a806.jpg,1,ایک شخص ایک چھوٹی سی لڑکی کو سر سے اوپر اٹھا رہا ہے۔
1202,1994416869_4dd769a806.jpg,2,ایک آدمی سر کے اوپر ہوا میں ایک چھوٹی سی لڑکی کو گھما رہا ہے۔
1203,1994416869_4dd769a806.jpg,3,ایک ننگی لڑکی کو ہوا میں اچھالا جا رہا ہے۔
1204,1994416869_4dd769a806.jpg,4,ایک چھوٹا بچہ مرد کے سر سے اوپر ہوتا ہے جب اس کے بال ہوا میں اڑتے ہیں۔
1205,199463720_329a802206.jpg,0,ایک مرد اور عورت ایک دوسرے کے ساتھ سائیکل چلا رہے ہیں۔
1206,199463720_329a802206.jpg,1,سڑک کے ساتھ دوسائیکل سوار
1207,199463720_329a802206.jpg,2,شاہراہ پرسائیکل سوار دو افراد۔
1208,199463720_329a802206.jpg,3,سڑک کے ساتھ دو افراد سائیکلوں پر سوار ہیں۔
1209,199463720_329a802206.jpg,4,ایک موٹرسائیکل پر سوار دو افراد ایک ساتھ۔
1210,2000459828_3c9e109106.jpg,0,لوگوں کا ایک گروہ چٹان کے سامنے کھڑا ہے۔
1211,2000459828_3c9e109106.jpg,1,ایک آدمی کے کندھوں پر چھوٹا بچہ اور دوسرے شخص نے ایک وادی کے سامنے نیلا بیگ تھام رکھا ہے۔
1212,2000459828_3c9e109106.jpg,2,مرد ایک بچے کے ساتھ چٹانوں سے دور جارہے ہیں۔
1213,2000459828_3c9e109106.jpg,3,دو مرد اور ایک بچہ پیدل سفر کر رہے ہیں۔
1214,2000459828_3c9e109106.jpg,4,کچھ دلچسپ شکل والی چٹانوں کے قریب دو افراد ایک چھوٹے بچے کے ساتھ پیدل سفر کر رہے ہیں۔
1215,2009636597_e3f4fe19fb.jpg,0,گٹار بجاتے اور سگریٹ پیتے ہوئے ایک لڑکا
1216,2009636597_e3f4fe19fb.jpg,1,برقی گٹار والا آدمی باہر بیٹھے سگریٹ پیتے ہوئے۔
1217,2009636597_e3f4fe19fb.jpg,2,فٹ پاتھ پر پہیوں والی کسی چیز کے پاس گٹار تھامے بیٹھا ایک شخص نظر آ رہا ہے۔
1218,2009636597_e3f4fe19fb.jpg,3,ایک نوجوان گٹار تھامے ہوئے سگریٹ پی رہا ہے۔
1219,2009636597_e3f4fe19fb.jpg,4,آدمی فٹ پاتھ پر الیکٹرک گٹار بجاتا ہوا اور سگریٹ پیتے ہوئے۔
1220,2029280005_a19609c81a.jpg,0,کالی رنگ کی قمیض پہنے ایک شخص شہر میں ایک بینچ کے پاس سے گزر رہا ہے۔
1221,2029280005_a19609c81a.jpg,1,ایک آدمی لکڑی کے بنچ کے سامنے ان لائن اسکیٹنگ کر رہا ہے۔
1222,2029280005_a19609c81a.jpg,2,ایک شخص نے پارک بینچ کے قریب پکی جگہ پر رولر بلیڈز پہنے ہوئے ہیں۔
1223,2029280005_a19609c81a.jpg,3,رولر بلیڈز پر ایک شخص فٹ پاتھ پر سفر کرتے ہوئے
1224,2029280005_a19609c81a.jpg,4,سیاہ شرٹ اور بھوری پتلون پہنے ہوئے ایک شخص پارک کے بینچ کے قریب کنکریٹ کی سطح پر اسکیٹنگ کرتے ہوئے۔
1225,2038662925_f4fa8c2534.jpg,0,ایک جوڑا کالا وائک ہیلمٹ پہنے ہوئے ایک ساتھ ایک بینچ پر بیٹھا ہے
1226,2038662925_f4fa8c2534.jpg,1,ایک مرد اور ایک عورت سائیکل ہیلمیٹ پہنے ہوئے ہیں ، اور گفتگو کر رہے ہیں۔
1227,2038662925_f4fa8c2534.jpg,2,سائیکل ہیلمیٹ پہنے ایک شخص سائیکل ہیلمیٹ پہنے ایک عورت کو دیکھ رہا ہے۔
1228,2038662925_f4fa8c2534.jpg,3,دو لوگ موٹرسائیکل ہیلمٹ پہنے ہوئے ایک دوسرے کو دیکھ رہے ہیں
1229,2038662925_f4fa8c2534.jpg,4,سائیکل ہیلمٹ والے دو افراد بینچ پر بات کر رہے ہیں۔
1230,2043427251_83b746da8e.jpg,0,ایک شخص گلی کے بیچ میں کیچڑ کی کھدلی میں کود رہا ہے
1231,2043427251_83b746da8e.jpg,1,ایک شخص پارکنگ میں کھڑے کھڑے چھلانگ لگاتا ہے۔
1232,2043427251_83b746da8e.jpg,2,جیکٹ اور جوتے پہنے ہوئے مسکراتے ہوئے شخص ایک بڑے بلبلے میں چھلانگ لگا دیتا ہے۔
1233,2043427251_83b746da8e.jpg,3,آدمی ساحل سمندر پر بارش کے طوفان میں خوشی کے لئے کود رہا ہے۔
1234,2043427251_83b746da8e.jpg,4,نیلے کوٹ والا شخص پانی میں کود رہا ہے۔
1235,2045109977_b00ec93491.jpg,0,ایک شخص شیشے کے ایک بڑے پین کے اندر کی صفائی کر رہا ہے۔
1236,2045109977_b00ec93491.jpg,1,ایک شخص نیلے رنگ کا کپڑا اٹھا کر مسکرا رہا ہے۔
1237,2045109977_b00ec93491.jpg,2,ایک شخص نے پلاسٹک کا جگ گھر کے اندر پکڑا ہوا ہے۔
1238,2045109977_b00ec93491.jpg,3,ایک آدمی مسکرا رہا ہے جب وہ کھڑکیوں کو دھو رہا ہے۔
1239,2045109977_b00ec93491.jpg,4,اس شخص نے کالی قمیض پہنی ہوئی ہے اور کھڑکی میں نیلی رنگ کی چیز تھامے ہوئے ہے۔
1240,2046222127_a6f300e202.jpg,0,پیلے رنگ کے بنیان میں ایک آدمی لکڑی کا ایک حصہ تھامے ہوئے
1241,2046222127_a6f300e202.jpg,1,لکڑی کا کریٹ اٹھائے پیلے رنگ کے بنیان میں ایک آدمی
1242,2046222127_a6f300e202.jpg,2,ایک شخص لکڑی کا ایک بڑا تختہ نئی منزل کی طرف لے جارہا ہے۔
1243,2046222127_a6f300e202.jpg,3,ایک شخص جس نے پیلے رنگ کے ہائی ویز پہنا ہوا تھا وہ لکڑی کا تختہ پکڑ رہا ہے۔
1244,2046222127_a6f300e202.jpg,4,چھوٹے بالوں والا آدمی لکڑی کے تختے کو حرکت دیتا ہیں۔
1245,2053006423_6adf69ca67.jpg,0,شارٹس میں ایک شخص پہاڑی کی چوٹی سے نظارہ دیکھنے کے لئے ایک چٹان پر کھڑا ہے۔
1246,2053006423_6adf69ca67.jpg,1,ایک آدمی چٹان پر کھڑے گھاس دار پہاڑ کا نظارہ دیکھ رہا ہے
1247,2053006423_6adf69ca67.jpg,2,ایک چٹان کے سہارے ایک پہاڑ پر بغیر شرٹ پہنے کھڑا ہوا ایک شخص
1248,2053006423_6adf69ca67.jpg,3,شارٹس پہنے اور پیدل سفر کے جوتے پہنے بغیر کوئی شرٹ والا آدمی ، جو سر پر ہاتھ رکھ کر کھڑے ہوکر ایک پہاڑ کی طرف دیکھا۔
1249,2053006423_6adf69ca67.jpg,4,ایک بنا شرٹ والا آدمی پہاڑ سے سامنے دیکھتے ہوئے
1250,2055646179_169807fed4.jpg,0,ایک لڑکا مرد کے آگے پائپ تھام رہا ہے جبکہ دوسرا لڑکا دیکھتا ہے ، جسے ایک عورت نے تھام رکھا ہے۔
1251,2055646179_169807fed4.jpg,1,ایک بچہ باہر پانی کی نالی کے ساتھ کھیل رہا ہے جب کہ اس کا باقی کنبہ دیکھ رہا ہے۔
1252,2055646179_169807fed4.jpg,2,سنتری والی قمیض پہنے ایک آدمی ایک لڑکے کو پانی کے ایک پائپ سے ایک تالاب میں پانی بہا رہا ہے جبکہ ایک عورت اور لڑکا دیکھ رہے ہیں۔
1253,2055646179_169807fed4.jpg,3,ایک مسکراتا ہوا خاندان چراگاہ میں پانی کے چشمے کے گرد جمع ہے۔
1254,2055646179_169807fed4.jpg,4,ایک چھوٹا بچہ ایک دوسرے بچے اور دو بڑوں کے ساتھ کھیت میں پانی والے پائپ کے ساتھ کھیلتا ہے۔
1255,2056041678_d6b5b39b26.jpg,0,ایک ہائیکر برف کے پہاڑی راستے پر چٹان پر بیٹھا ہوا ہے۔
1256,2056041678_d6b5b39b26.jpg,1,ایک آدمی برف پوش پہاڑ پر اترتا ہے۔
1257,2056041678_d6b5b39b26.jpg,2,ایک شخص برف پوش پہاڑ پر چڑھ رہا ہے۔
1258,2056041678_d6b5b39b26.jpg,3,پہاڑوں میں کوئی پیدل مسافر
1259,2056041678_d6b5b39b26.jpg,4,ایک شخص برف پوش پہاڑوں میں ہے۔
1260,205682549_713aa6cd88.jpg,0,ایک ہائیکر پہاڑوں میں بلف پر کھڑا ہے۔
1261,205682549_713aa6cd88.jpg,1,ایک آدمی ایک بڑی چٹان کے اوپر دنیا کے سب سے اوپر محسوس کر رہا ہے۔
1262,205682549_713aa6cd88.jpg,2,ایک شخص ہوا میں ہاتھ رکھ کر ایک پہاڑ کی چوٹی پر کھڑا ہے۔
1263,205682549_713aa6cd88.jpg,3,ایک شخص پہاڑی کی چوٹی پر بازو اٹھا کر کھڑا ہوا ہے۔
1264,205682549_713aa6cd88.jpg,4,ایک سرخ قمیض پہنے ایک شخص پہاڑ کی چوٹی پر ہاتھ اٹھا کر کھڑا ہے۔
1265,2057160636_6e9cf3b5f0.jpg,0,ایک آدمی پانی میں کشتی پر سوار ہے
1266,2057160636_6e9cf3b5f0.jpg,1,ایک شخص جھیل پر ایک کشتی کو پیڈل کرتا ہے۔
1267,2057160636_6e9cf3b5f0.jpg,2,جھیل پر ایک کشتی کے ساتھ خوبصورت مناظر.
1268,2057160636_6e9cf3b5f0.jpg,3,جھیل میں شخص کشتی چلا رہا ہے.
1269,2057160636_6e9cf3b5f0.jpg,4,وہ شخص ایک کونے میں ہے اور کچھ پہاڑوں کے سامنے کشتی کا پیڈل تھامے ہوئے ہے۔
1270,2058091220_2087270068.jpg,0,ایک آدمی صحرا میں پیراشوٹ سے اترتے ہوئے
1271,2058091220_2087270068.jpg,1,کچھ ریت کے اوپر ایک پیراشوٹ۔
1272,2058091220_2087270068.jpg,2,ایک پیراشوٹسٹ زمین پر اتر رہا ہے
1273,2058091220_2087270068.jpg,3,ایک شخص ریتلے علاقے میں گلائڈنگ کر رہا ہے۔
1274,2058091220_2087270068.jpg,4,پیراشوٹسٹ کے پاس ایک پرندہ بھی اڑ رہا ہے۔
1275,206087108_d4557d38ee.jpg,0,ایک شخص رات کو سڑک پر گر پڑا
1276,206087108_d4557d38ee.jpg,1,ایک سفید اور سرخ رنگ کی ٹوپی پہنے ایک آدمی جس کی پتلون پر گیلے داغ ہیں زمین پر پڑا ہے۔
1277,206087108_d4557d38ee.jpg,2,ٹوپی پہنے ایک شخص بغیر جوتوں کے زمین پر گر کر خود کو گیلا کیے ہوئے
1278,206087108_d4557d38ee.jpg,3,ایک شخص اپنے جوتے اتار کر سڑک پر پڑا ہے۔
1279,206087108_d4557d38ee.jpg,4,ایک شخص سر پر سرخ اور سفید ٹوپی کے ساتھ زمین پر لیٹا ہوا ہے۔
1280,2061144717_5b3a1864f0.jpg,0,ایک مرد اور بچہ بنچوں کے قریب بیرونی سیڑھیاں کے نیچے کھڑے ہیں
1281,2061144717_5b3a1864f0.jpg,1,باغ کے بیرونی علاقے میں ایک آدمی اور جوان لڑکا ایک دوسرے کو دیکھ رہے ہیں۔
1282,2061144717_5b3a1864f0.jpg,2,ایک لڑکے سے باتیں کرتے ہوئے ایک تھیٹر والا آدمی۔
1283,2061144717_5b3a1864f0.jpg,3,خالی جگہ میں ایک آدمی لڑکے سے بات کر رہا ہے۔
1284,2061144717_5b3a1864f0.jpg,4,آدمی اور لڑکا بیرونی سیڑھیاں کے نیچے کھڑے ہیں۔
1285,2061354254_faa5bd294b.jpg,0,ایک لڑکا ٹی بار سے لٹکا ہوا ہے جبکہ ایک آدمی اسے دھکا دیتا ہے۔
1286,2061354254_faa5bd294b.jpg,1,ایک چھوٹے سے لڑکے کو کھیل کے میدان میں کسی بڑے شخص کے ذریعہ دھکیل دیا گیا
1287,2061354254_faa5bd294b.jpg,2,ایک چھوٹا لڑکا ایک رسی پر لٹکتے ہوئے نیچے جا رہا ہے۔
1288,2061354254_faa5bd294b.jpg,3,ایک آدمی زپ لائن پر ایک لڑکے کو دھکیل دیتا ہے۔
1289,2061354254_faa5bd294b.jpg,4,ایک مسکراتا لڑکا لٹکتے ہوئے ایک رسی سے نیچے جھول گیا۔
1290,2061927950_dafba5b8a3.jpg,0,پکی سیڑھی پر بیٹھے کمبل میں لپٹے ایک چھوٹے بچے کے ساتھ ایک جوڑا
1291,2061927950_dafba5b8a3.jpg,1,ایک عورت اور ایک مرد جس نے ایک بچہ پکڑا ہوا ہے۔
1292,2061927950_dafba5b8a3.jpg,2,ایک نوجوان خاندان دن سے لطف اندوز ہونے والے سیڑھی پر بیٹھ گیا ہے
1293,2061927950_dafba5b8a3.jpg,3,پتھر کی سیڑھی پر بیٹھا ایک نوجوان کنبہ۔
1294,2061927950_dafba5b8a3.jpg,4,مرد اور عورت لکڑی کی سیڑھی پر بیٹھے بچے کو تھامے ہوئے ہیں۔
1295,2065309381_705b774f51.jpg,0,ایک آدمی برف سے ڈھکے پہاڑ پر سنو بورڈنگ کر رہا ہے۔
1296,2065309381_705b774f51.jpg,1,برف سے ڈھکی ہوئی پہاڑی پر تیزی سے اترتی ہوئی ایک اسکائیر۔
1297,2065309381_705b774f51.jpg,2,برفیلی پہاڑی کے کنارے نیچے ایک شخص سنو بورڈنگ کرتے ہوئے
1298,2065309381_705b774f51.jpg,3,اسنوبورڈر ایک تازہ پہاڑی سے نیچے جا رہا ہے۔
1299,2065309381_705b774f51.jpg,4,سورج برف اور درختوں کے اوپر چمک رہا ہے۔
1300,2067362863_59577f9d4d.jpg,0,جینز پہنے آدمی کے سامنے ایک بھورا کتا ایک اور کتے پر چھلانگ لگا رہا ہے۔
1301,2067362863_59577f9d4d.jpg,1,بجری کے اوپر ایک ٹین کتا ایک اور ٹین کتے کو کاٹ رہا ہے جبکہ ایک شخص کھڑا ہے۔
1302,2067362863_59577f9d4d.jpg,2,ایک آدمی کے سامنے دو کتے آپس میں گتھم گتھا ہیں
1303,2067362863_59577f9d4d.jpg,3,دو کتے ریت پر لڑ رہے ہیں۔
1304,2067362863_59577f9d4d.jpg,4,دو کتے کشتی کر رہے ہیں یا گلے ملتے ہیں۔
1305,2067833088_04e84e5bf2.jpg,0,پہاڑوں کی زمین میں ایک ہائیکر پوز کرتے ہوئے۔
1306,2067833088_04e84e5bf2.jpg,1,سبز رنگ کی ٹوپی پہنے ایک آدمی پہاڑوں میں کھڑا ہے
1307,2067833088_04e84e5bf2.jpg,2,ایک پہاڑ کے سامنے ڈھلوان پر کھڑا سبز رنگ کی ٹوپی والا ایک آدمی۔
1308,2067833088_04e84e5bf2.jpg,3,پہاڑی میں کھڑا ہوا سبز پتلون پہنے ایک آدمی۔
1309,2067833088_04e84e5bf2.jpg,4,ایک شخص پس منظر میں ایک پہاڑی کے ساتھ ایک پہاڑی پر کھڑا ہے۔
1310,2068403258_2669cf9763.jpg,0,ایک لڑکا دوسرے لڑکے کے ذریعہ دریا میں پلٹ گیا۔
1311,2068403258_2669cf9763.jpg,1,بچوں کا ایک گروپ ایک پل کے نیچے پانی میں کھیلتا ہوا۔
1312,2068403258_2669cf9763.jpg,2,پانی میں چھلانگ لگاتا ہوا بجہ پھینکنے والے کی طرف دیکھ رہا ہے
1313,2068403258_2669cf9763.jpg,3,لڑکوں نے ایک پل سے پانی میں چھلانگ لگا دی۔
1314,2068403258_2669cf9763.jpg,4,چاروں لڑکوں کے ساتھ سفید قمیض پہنے جوان لڑکا پانی میں ایک لڑکے کو اچھال رہا ہے
1315,207237775_fa0a15c6fe.jpg,0,ایک شخص الٹا پلٹ رہا ہے جبکہ دوسرا تصویر لے رہا ہے۔
1316,207237775_fa0a15c6fe.jpg,1,ایک شخص دوسرے شخص کی تصویر لے رہا ہے جو گھاس میں پلٹ رہا ہے۔
1317,207237775_fa0a15c6fe.jpg,2,ایک نوجوان کھیت میں اپنے دوست کی جمناسٹک کرتے ہوئے تصویر لے رہا ہے
1318,207237775_fa0a15c6fe.jpg,3,ایک شخص دوسرے آدمی کی تصویر لے رہا ہے جو ایک چھوٹے سے درخت کے پاس کھیت میں کود رہا ہے۔
1319,207237775_fa0a15c6fe.jpg,4,ایک شخص کھیت کے وسط میں الٹی چھلانگ لگاتا ہے جبکہ اس کا دوست تصویر لے رہا ہے۔
1320,2073105823_6dacade004.jpg,0,ایک کالی ہوڈیز اور جینز میں سکیٹ بورڈ والا آدمی
1321,2073105823_6dacade004.jpg,1,ایک آدمی سیڑھیوں کے ساتھ کھڑی ریلنگ کے نیچے سکیٹ بورڈنگ کرتے ہوئے۔
1322,2073105823_6dacade004.jpg,2,ایک شخص اسنوبورڈ پر اینٹوں کی ریل سے نیچے پھسل رہا ہے۔
1323,2073105823_6dacade004.jpg,3,ایک شخص سیڑھیوں کے ایک سیٹ کے قریب سے اینٹوں کی ریلنگ پر چلتا ہے۔
1324,2073105823_6dacade004.jpg,4,اسنوبورڈر بغیر کسی برف کے سوار اینٹوں کی ریل پر سوار ہوتا ہے۔
1325,2073174497_18b779999c.jpg,0,ٹریفک میں کالے رنگ میں ملبوس ایک سائیکل سوار۔
1326,2073174497_18b779999c.jpg,1,ٹریفک سے بھری گلی میں ایک سیاہ فام آدمی ایک سائیکل چلا رہا ہے۔
1327,2073174497_18b779999c.jpg,2,سیاہ فام آدمی ایک پارکنگ میں سائیکل پر سوار ہے۔
1328,2073174497_18b779999c.jpg,3,ٹریفک کے قریب موٹرسائیکل سوار ایک شخص۔
1329,2073174497_18b779999c.jpg,4,ٹریفک میں سائیکل سوار ایک شخص
1330,2074146683_7c83167aa1.jpg,0,سفید ٹوپی میں ایک آدمی اپنے بیبی کیریئر میں بچے کے چہرے کو ڈھانپنے کے لئے رقم کا استعمال کرتا ہے۔
1331,2074146683_7c83167aa1.jpg,1,ایک سفید ٹوپی والی عورت جس کے ہاتھ میں پیسے اور تھیلے ہیں
1332,2074146683_7c83167aa1.jpg,2,ایک عورت اپنے بچے ، پرس ، پیسہ اور کھانا بازار میں تھامے ہوئے۔
1333,2074146683_7c83167aa1.jpg,3,ایک سفید ٹوپی پہنے ہوئے عورت ایک بچہ ، ایک گروسری بیگ ، ایک نیلی رنگ بیگ اور اپنے پیسوں کو ترتیب میں لے کر جارہی ہے۔
1334,2074146683_7c83167aa1.jpg,4,ایک سفید رنگ کی ٹوپی پہنے ہوئے عورت گروسری کے لئے بازار میں خریداری کرتے ہوئے ایک بچہ لے کر جارہی ہے۔
1335,2075321027_c8fcbaf581.jpg,0,بیریٹ میں ایک شخص سڑک پر سائیکل پر سوار ہوا۔
1336,2075321027_c8fcbaf581.jpg,1,بیریٹ پہنے ہوئے ایک شخص پگڈنڈی پر اپنی سائیکل پر سوار تھا۔
1337,2075321027_c8fcbaf581.jpg,2,بھوری رنگ کی داڑھی والا ایک بوڑھا آدمی اپنی بائک پر سوار تھا
1338,2075321027_c8fcbaf581.jpg,3,جالیوں کے سامنے سڑک پر سائیکل چلانے والا شخص
1339,2075321027_c8fcbaf581.jpg,4,ایک سائیکل پر سوار بیریٹ پہنے شخص
1340,2076428547_738e0a132f.jpg,0,شام کے وقت پانی کے قریب کھڑا ہوا ایک آدمی
1341,2076428547_738e0a132f.jpg,1,بیگ پہنے ایک آدمی شام کے وقت پانی کے پاس
1342,2076428547_738e0a132f.jpg,2,نیلے آسمان اور پہاڑی سلسلے کے سامنے ایک ہائیکر کا پروفائل
1343,2076428547_738e0a132f.jpg,3,ایک ہائیکر جھیل کے کنارے کھڑا ہے۔
1344,2076428547_738e0a132f.jpg,4,ایک پیدل سفر والے بیگ والا آدمی پس منظر میں جنگل والی ایک جھیل کے سامنے کھڑا ہے۔
1345,2076865206_53918c820c.jpg,0,ایک شخص ایک ماہی گیری کے ڈنڈے کو پھیلا رہا ہے۔
1346,2076865206_53918c820c.jpg,1,ایک آدمی ایک فشینگ لائن کو ندی میں ڈال رہا ہے
1347,2076865206_53918c820c.jpg,2,ایک آدمی مچھلیاں پکڑ رہا ہے
1348,2076865206_53918c820c.jpg,3,آدمی اپنی ماہی گیری کرتے وقت ندی کے کنارے کھڑا ہے۔
1349,2076865206_53918c820c.jpg,4,ایک شخص پانی کی سطح پر ماہی گیری کر رہا ہے
1350,2076906555_c20dc082db.jpg,0,جینز جیکٹ پہنے ایک لڑکا سینے پر ہاتھ رکھتے ہوئے کیمرے پر مسکراتے ہوئے۔
1351,2076906555_c20dc082db.jpg,1,ایک لڑکا جس کی ناک پر چوٹ ہے اور اس کے ہاتھوں پر کچھ لکھا ہوا ہے ایک ویڈیو رینٹل اسٹور میں کھڑا ہے۔
1352,2076906555_c20dc082db.jpg,2,ایک لڑکا جس کے ہاتھ پر لکھا ہوا ہے وہ ایک اسٹور میں کھڑا ہے۔
1353,2076906555_c20dc082db.jpg,3,جین جیکٹ ملبوس کیے ایک نوجوان اسٹور کے اندر کیمرے کے لئے مسکرا رہا ہے۔
1354,2076906555_c20dc082db.jpg,4,ایک لڑکا ایک سٹور میں کھڑا مسکرا رہا ہے
1355,2077079696_03380d218b.jpg,0,ایک آدمی پیدل نیچے کی طرف جاتا ہے
1356,2077079696_03380d218b.jpg,1,لاٹھی پکڑے ہوئے ایک آدمی ایک چٹان پہاڑی سے اترتا ہے۔
1357,2077079696_03380d218b.jpg,2,ابر آلود دن میں پہاڑ کی چوٹی پر ایک شخص پیدل سفر کررہا ہے۔
1358,2077079696_03380d218b.jpg,3,ہائیکر اونچی چٹانوں کے ساتھ نیلے آسمان کے سامنے طفیلی سفید بادلوں کے ساتھ چل رہا ہے۔
1359,2077079696_03380d218b.jpg,4,نیلے رنگ کے سویٹر والا آدمی پتھروں سے نیچے اتر رہا ہے
1360,2077346067_0a3a5aae65.jpg,0,سیاہ لباس پہنے ہوئے اور ایک ہاتھ میں پیکیج رکھنے والا ایک شخص پولیس سائن کے قریب فٹ پاتھ پر چل رہا ہے
1361,2077346067_0a3a5aae65.jpg,1,ایک آدمی جب کھا رہا ہے تو ایک سرخ اور پیلے رنگ کے اشارے سے گزر رہا ہے
1362,2077346067_0a3a5aae65.jpg,2,ایک آدمی پیلے اور سرخ نشان کے پیچھے کھا رہا ہے اور چل رہا ہے۔
1363,2077346067_0a3a5aae65.jpg,3,ایک آدمی کچھ کھا رہا ہے اور فٹ پاتھ پر چل رہا ہے جس میں ایک سرخ اور پیلے رنگ کے بڑے نشان ہیں۔
1364,2077346067_0a3a5aae65.jpg,4,ایک بلڈنگ کے سامنے ایک آدمی کچھ کھاتے ہوئے ایک شائن کے سامنے سے گزرتا ہے
1365,207930963_af3a2f1784.jpg,0,حفاظتی پوشاک میں لوگوں کا ایک گروپ۔
1366,207930963_af3a2f1784.jpg,1,ایک آدمی دائیں طرف موٹرسائیکل کے ساتھ ریسنگ کپڑے پہنے ہوئے نیچے کی طرف دیکھ رہا ہے۔
1367,207930963_af3a2f1784.jpg,2,ایک آدمی باہر کھڑا ہے۔
1368,207930963_af3a2f1784.jpg,3,ایک لوگو کے پیچھے ایک موٹر سائیکل کے ساتھ کچھ آدمی
1369,207930963_af3a2f1784.jpg,4,پس منظر میں پہاڑوں کے ساتھ موٹرسائیکل سوار ایک شخص۔
1370,2080033499_6be742f483.jpg,0,ایک بھورے رنگ کا کتا اپنے مالک سے بھاگ رہا ہے۔
1371,2080033499_6be742f483.jpg,1,براؤن کتے کے پیچھے ایک شخص پیدل چل رہا ہے۔
1372,2080033499_6be742f483.jpg,2,ایک آدمی کتے کے پیچھے چل رہا ہے جو اپنی ٹانگوں پر کھڑا ہے۔
1373,2080033499_6be742f483.jpg,3,پٹے والا ایک ٹین کتا اپنی پچھلی ٹانگوں پر کھڑا ہے۔
1374,2080033499_6be742f483.jpg,4,ایک عمارت کے سامنے ایک آدمی اپنے کتے کے ساتھ چل رہا ہے
1375,2081446176_f97dc76951.jpg,0,ایک لڑکا ایک اسکارف اور بنے ہوئے ٹوبوگن پہنے ہوئے
1376,2081446176_f97dc76951.jpg,1,ایک شخص سیاہ لباس اور سفید ٹوپی اور اسکارف پہنے ہوئے
1377,2081446176_f97dc76951.jpg,2,ایک اسکارف اور بنی ہوا ٹوپی پہنے ہوئے ایک شخص مسکرا رہا ہے۔
1378,2081446176_f97dc76951.jpg,3,ایک شخص جس نے ٹوپی اور اسکارف پہنا ہوا ہے وہ دائیں طرف دکھتا ہے۔
1379,2081446176_f97dc76951.jpg,4,اس شخص کی اونی ٹوپی کے اوپر ایک پف ہے۔
1380,2083778090_3aecaa11cc.jpg,0,برف میں ایک آدمی نے ٹوپی اور سیاہ رنگ کی جیکٹ پہنے ہوئے سرخ رنگ کے اسکارف کے ساتھ
1381,2083778090_3aecaa11cc.jpg,1,برفانی طوفان میں ٹوپی پہنے ہوئے ایک شخص
1382,2083778090_3aecaa11cc.jpg,2,ایک آدمی برف میں کھال کی ٹوپی پہنتا ہے۔
1383,2083778090_3aecaa11cc.jpg,3,کھال کی ٹوپی والا آدمی برف میں کھڑا ہے
1384,2083778090_3aecaa11cc.jpg,4,اس آدمی نے برف والے دن اسکارف ، جیکٹ اور کھال کی ٹوپی پہنی ہوئی ہے۔
1385,2086532897_b8714f2237.jpg,0,ایک کائیکر آبشار سے نیچے اتر رہا ہے
1386,2086532897_b8714f2237.jpg,1,ایک شخص آبشار کو پار کر رہا ہے۔
1387,2086532897_b8714f2237.jpg,2,ایک کشتی پر ایک آدمی ایک طیشناک آبشار کے نیچے آرہا ہے
1388,2086532897_b8714f2237.jpg,3,ایک شخص چھوٹی کشتی پر سوار ہے اور پانی کی تیز دھارے سے نیچے جا رہا ہے۔
1389,2086532897_b8714f2237.jpg,4,سفید پانی کسی کھردری جگہ سے گزرتا ہے.
1390,2086534745_1e4ab80078.jpg,0,پیلے رنگ کی کشتی میں سوار شخص۔
1391,2086534745_1e4ab80078.jpg,1,ایک بھاری سفید ندی میں ایک پیلے رنگ کا بیڑا
1392,2086534745_1e4ab80078.jpg,2,ایک پیلے رنگ کی کشتی تیزی سے نیچے ایک سفید پانی سے نیچے آرہی ہے۔
1393,2086534745_1e4ab80078.jpg,3,درختون کے سامنے بپھری ہوئی ندی میں ایک چھوٹی کشتی
1394,2086534745_1e4ab80078.jpg,4,پیلے رنگ کی کشتی تیز بہتی جھیل کے بیچ میں ہے۔
1395,2087317114_cf06df5aa5.jpg,0,پرسکون پانی میں ایک چھوٹی کشتی میں سوار ایک آدمی مسکراتے ہوئے
1396,2087317114_cf06df5aa5.jpg,1,ایک چھوٹی سی کشتی میں ایک شخص دریا کے نیچے تیر رہا ہے۔
1397,2087317114_cf06df5aa5.jpg,2,ایک پیلے رنگ کی جیکٹ میں ایک شخص سبز رنگ کی کشتی میں دریا پر تیر رہا ہے۔
1398,2087317114_cf06df5aa5.jpg,3,ایک شخص اپنے نیلے اور سبز رنگ کی کیاک میں مسکرا رہا ہے۔
